"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","Gibbs","DBE_AI","DBE_C","KM","KMD","C","H","O","N","S","P"
200.0675149,"C7H11O4N3","CHON","AminoSugar",1.57,0.57,-0.5,0.8571,35.87265,-3,-0.428571428571429,199.844117725543,-0.844117725542503,7,11,4,3,0,0
200.1095887,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.886144545562,-0.886144545561535,0,0,0,0,0,0
200.1197023,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.896246852625,-0.896246852625438,0,0,0,0,0,0
200.1233078,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.899848326692,-0.899848326691938,0,0,0,0,0,0
200.1470271,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.92354114151,-0.923541141509673,0,0,0,0,0,0
200.1573013,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.933803869246,-0.933803869246162,0,0,0,0,0,0
200.2040322,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.980482589106,-0.980482589105748,0,0,0,0,0,0
200.217365,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.993800501582,-0.993800501582143,0,0,0,0,0,0
200.220824,"","","None",NA,NA,Inf,NA,NA,NA,NA,199.997255639232,-0.997255639231838,0,0,0,0,0,0
200.269373,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.045750428985,-0.0457504289847463,0,0,0,0,0,0
200.2794148,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.055781016221,-0.0557810162211467,0,0,0,0,0,0
200.2962039,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.072551369362,-0.0725513693620883,0,0,0,0,0,0
200.3054981,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.081835191375,-0.0818351913753474,0,0,0,0,0,0
200.3098119,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.086144174548,-0.0861441745477407,0,0,0,0,0,0
200.3337956,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.110101094134,-0.110101094134052,0,0,0,0,0,0
200.3623043,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.138577961065,-0.138577961064954,0,0,0,0,0,0
200.4069888,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.183212565953,-0.183212565953056,0,0,0,0,0,0
200.425424,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.201627181044,-0.201627181044017,0,0,0,0,0,0
200.4256358,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.201838744546,-0.201838744546279,0,0,0,0,0,0
200.4355075,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.211699421718,-0.211699421717867,0,0,0,0,0,0
200.4740189,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.250167819545,-0.250167819544572,0,0,0,0,0,0
200.4796668,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.255809413049,-0.255809413048951,0,0,0,0,0,0
200.5284981,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.304586187583,-0.304586187583169,0,0,0,0,0,0
200.567531,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.343575503098,-0.343575503098322,0,0,0,0,0,0
200.6050664,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.381068990735,-0.381068990735344,0,0,0,0,0,0
200.6083755,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.384374395765,-0.384374395764723,0,0,0,0,0,0
200.8339276,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.609674642275,-0.609674642274882,0,0,0,0,0,0
200.8803179,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.656013142451,-0.656013142451457,0,0,0,0,0,0
200.8818337,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.657527249896,-0.657527249895622,0,0,0,0,0,0
200.9034417,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.67911112221,-0.679111122209804,0,0,0,0,0,0
201.0910509,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.866510836101,-0.866510836101071,0,0,0,0,0,0
201.1128333,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.888268913679,-0.888268913678644,0,0,0,0,0,0
201.1131666,"C10H18O4","CHO","Protein",1.8,0.4,0,-1,88.8,-2,-0.2,200.888601841513,-0.888601841512866,10,18,4,0,0,0
201.1305102,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.905926075494,-0.905926075494165,0,0,0,0,0,0
201.1422183,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.917621102125,-0.917621102125111,0,0,0,0,0,0
201.1675626,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.942937102453,-0.942937102453328,0,0,0,0,0,0
201.2081098,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.983439027088,-0.983439027087542,0,0,0,0,0,0
201.2216218,"","","None",NA,NA,Inf,NA,NA,NA,NA,200.996935939468,-0.996935939467676,0,0,0,0,0,0
201.3024316,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.077655506523,-0.0776555065230582,0,0,0,0,0,0
201.3283966,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.103591513772,-0.103591513772074,0,0,0,0,0,0
201.3454885,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.120664328804,-0.120664328803855,0,0,0,0,0,0
201.3810128,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.156148962053,-0.156148962053123,0,0,0,0,0,0
201.3968966,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.17201502606,-0.172015026060137,0,0,0,0,0,0
201.4153308,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.190428642268,-0.190428642267733,0,0,0,0,0,0
201.4452466,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.220311038018,-0.220311038018195,0,0,0,0,0,0
201.4713096,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.24634493584,-0.246344935839574,0,0,0,0,0,0
201.4930568,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.268067852722,-0.268067852721771,0,0,0,0,0,0
201.5295667,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.304536985441,-0.304536985441274,0,0,0,0,0,0
201.5700995,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.345024526155,-0.345024526154674,0,0,0,0,0,0
201.585718,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.360625586398,-0.360625586398072,0,0,0,0,0,0
201.6071863,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.382069914702,-0.38206991470247,0,0,0,0,0,0
201.6185608,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.393431713834,-0.39343171383419,0,0,0,0,0,0
201.6522645,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.427097779982,-0.427097779981665,0,0,0,0,0,0
201.6601311,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.434955596066,-0.434955596065805,0,0,0,0,0,0
201.6736923,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.448501653509,-0.448501653508742,0,0,0,0,0,0
201.6779617,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.452766286259,-0.452766286258566,0,0,0,0,0,0
201.7885489,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.563230003603,-0.56323000360311,0,0,0,0,0,0
201.8075331,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.582193005676,-0.582193005675776,0,0,0,0,0,0
201.8179226,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.592570904667,-0.592570904667269,0,0,0,0,0,0
201.8256185,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.600258211357,-0.600258211356561,0,0,0,0,0,0
201.9032569,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.677809919626,-0.67780991962556,0,0,0,0,0,0
201.9764282,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.750899515898,-0.750899515898283,0,0,0,0,0,0
201.9972961,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.771744114615,-0.771744114614734,0,0,0,0,0,0
202.021227,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.795648293158,-0.795648293157996,0,0,0,0,0,0
202.0243668,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.798784587229,-0.79878458722925,0,0,0,0,0,0
202.0393709,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.813771933517,-0.81377193351716,0,0,0,0,0,0
202.0405866,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.814986276056,-0.814986276055691,0,0,0,0,0,0
202.0433621,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.817758676908,-0.817758676907573,0,0,0,0,0,0
202.0848572,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.859207443108,-0.859207443108204,0,0,0,0,0,0
202.0890435,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.863389068648,-0.863389068648246,0,0,0,0,0,0
202.1518966,"","","None",NA,NA,Inf,NA,NA,NA,NA,201.926171986315,-0.926171986315268,0,0,0,0,0,0
202.2419743,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.016149104751,-0.0161491047507525,0,0,0,0,0,0
202.2961919,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.070306164894,-0.0703061648942196,0,0,0,0,0,0
202.4063142,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.18030550135,-0.180305501350261,0,0,0,0,0,0
202.4307346,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.204698633313,-0.204698633313456,0,0,0,0,0,0
202.504158,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.278040048089,-0.278040048089082,0,0,0,0,0,0
202.5108849,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.284759436772,-0.284759436772475,0,0,0,0,0,0
202.5998627,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.373637883366,-0.373637883366086,0,0,0,0,0,0
202.6272216,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.400966234174,-0.40096623417395,0,0,0,0,0,0
202.6289739,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.40271657754,-0.402716577540104,0,0,0,0,0,0
202.702246,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.475906861259,-0.475906861258665,0,0,0,0,0,0
202.706355,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.480011273113,-0.480011273112552,0,0,0,0,0,0
202.7697694,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.543354864027,-0.543354864026981,0,0,0,0,0,0
202.7762543,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.54983252293,-0.549832522929734,0,0,0,0,0,0
202.7813512,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.554923731686,-0.554923731685619,0,0,0,0,0,0
202.846734,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.620233524667,-0.620233524667043,0,0,0,0,0,0
202.9236141,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.697027779661,-0.697027779660601,0,0,0,0,0,0
202.92626,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.699670725225,-0.699670725225019,0,0,0,0,0,0
202.966299,"C7H8O1S3","CHOS","Lignin",1.14,0.14,0.1429,0,60.3,0,0,202.73966501732,-0.739665017319908,7,8,1,0,3,0
202.9855267,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.758871247498,-0.75887124749832,0,0,0,0,0,0
203.0920251,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.865250730433,-0.865250730433473,0,0,0,0,0,0
203.0924415,"C9H16O5","CHO","AminoSugar",1.78,0.56,-0.0769,-0.6667,79.30095,-3,-0.333333333333333,202.865666665478,-0.865666665477505,9,16,5,0,0,0
203.1188797,"C12H16O1N2","CHON","UnsatHC",1.33,0.08,0.3684,-0.6667,79.30095,3,0.25,202.892075344347,-0.892075344347205,12,16,1,2,0,0
203.1301987,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.903381705451,-0.90338170545067,0,0,0,0,0,0
203.1501316,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.923292348196,-0.923292348196469,0,0,0,0,0,0
203.156453,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.929606689665,-0.929606689664752,0,0,0,0,0,0
203.1700916,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.943230060682,-0.943230060682168,0,0,0,0,0,0
203.1908877,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.964002939571,-0.964002939571117,0,0,0,0,0,0
203.198483,"","","None",NA,NA,Inf,NA,NA,NA,NA,202.971589758591,-0.971589758591278,0,0,0,0,0,0
203.2681426,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.04117157606,-0.041171576059611,0,0,0,0,0,0
203.2901772,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.063181572028,-0.0631815720283839,0,0,0,0,0,0
203.3459698,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.118911873513,-0.118911873512815,0,0,0,0,0,0
203.3595375,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.132464423698,-0.132464423697769,0,0,0,0,0,0
203.4769831,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.249778882892,-0.249778882891633,0,0,0,0,0,0
203.4898706,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.262651992594,-0.262651992593959,0,0,0,0,0,0
203.5082989,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.28105971539,-0.281059715389574,0,0,0,0,0,0
203.5109429,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.283700763076,-0.283700763075558,0,0,0,0,0,0
203.5229474,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.295691858744,-0.295691858743595,0,0,0,0,0,0
203.5274218,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.300161262589,-0.300161262588603,0,0,0,0,0,0
203.5282695,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.301008016039,-0.301008016039191,0,0,0,0,0,0
203.5380629,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.310790480641,-0.310790480641259,0,0,0,0,0,0
203.5442549,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.316975566599,-0.316975566598757,0,0,0,0,0,0
203.5922963,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.364963323142,-0.364963323142319,0,0,0,0,0,0
203.5971435,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.369805110716,-0.369805110715504,0,0,0,0,0,0
203.6186753,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.391312868115,-0.391312868115278,0,0,0,0,0,0
203.6682716,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.440853788444,-0.440853788443633,0,0,0,0,0,0
203.6817516,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.454318736555,-0.454318736555223,0,0,0,0,0,0
203.7236275,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.496147877551,-0.496147877551152,0,0,0,0,0,0
203.7355733,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.508080338764,-0.508080338764159,0,0,0,0,0,0
203.7410769,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.513577793395,-0.513577793395228,0,0,0,0,0,0
203.791806,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.564250248829,-0.564250248828984,0,0,0,0,0,0
203.7976549,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.570092617895,-0.570092617894971,0,0,0,0,0,0
203.8130629,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.585483413185,-0.585483413184534,0,0,0,0,0,0
203.9029433,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.675263451927,-0.675263451926952,0,0,0,0,0,0
204.005674,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.77787944191,-0.777879441909562,0,0,0,0,0,0
204.0256443,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.797827442894,-0.797827442894203,0,0,0,0,0,0
204.0400138,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.812180897782,-0.812180897782099,0,0,0,0,0,0
204.0403366,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.812503337341,-0.812503337340729,0,0,0,0,0,0
204.0466053,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.818765037654,-0.818765037654344,0,0,0,0,0,0
204.0786148,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.850738795561,-0.850738795560659,0,0,0,0,0,0
204.1038687,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.87596449683,-0.875964496830306,0,0,0,0,0,0
204.169462,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.941484554766,-0.941484554765566,0,0,0,0,0,0
204.2154366,"","","None",NA,NA,Inf,NA,NA,NA,NA,203.987407819116,-0.98740781911647,0,0,0,0,0,0
204.2290825,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.001038481983,-0.001038481982647,0,0,0,0,0,0
204.2324933,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.004445473453,-0.0044454734528756,0,0,0,0,0,0
204.2348819,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.006831406321,-0.00683140632079926,0,0,0,0,0,0
204.3115886,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.083452454934,-0.0834524549342746,0,0,0,0,0,0
204.3752771,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.147069839786,-0.147069839786241,0,0,0,0,0,0
204.3897718,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.161548354875,-0.161548354874725,0,0,0,0,0,0
204.4886958,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.260361895453,-0.260361895452547,0,0,0,0,0,0
204.5152247,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.286861173046,-0.28686117304585,0,0,0,0,0,0
204.5178487,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.289482243064,-0.289482243063986,0,0,0,0,0,0
204.5210516,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.292681566677,-0.292681566677231,0,0,0,0,0,0
204.5419178,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.313524467292,-0.313524467291899,0,0,0,0,0,0
204.5446421,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.316245725314,-0.316245725314189,0,0,0,0,0,0
204.5649645,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.336545433141,-0.336545433140799,0,0,0,0,0,0
204.6526825,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.424165486438,-0.424165486438369,0,0,0,0,0,0
204.670161,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.441624469789,-0.441624469789133,0,0,0,0,0,0
204.6795894,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.451042341953,-0.451042341953439,0,0,0,0,0,0
204.7132428,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.484658164266,-0.484658164266364,0,0,0,0,0,0
204.7141468,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.485561154852,-0.485561154851894,0,0,0,0,0,0
204.7459856,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.517364403363,-0.517364403363388,0,0,0,0,0,0
204.7656233,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.536980175732,-0.536980175732111,0,0,0,0,0,0
204.8122796,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.583584378891,-0.583584378890748,0,0,0,0,0,0
204.8268736,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.5981620831,-0.598162083099965,0,0,0,0,0,0
204.8418275,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.613099285442,-0.613099285441621,0,0,0,0,0,0
204.8814881,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.652715600061,-0.652715600061356,0,0,0,0,0,0
204.9418521,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.71301219708,-0.713012197079678,0,0,0,0,0,0
204.9433331,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.714491543382,-0.714491543381854,0,0,0,0,0,0
204.9503675,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.721518088708,-0.721518088707967,0,0,0,0,0,0
204.9700061,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.741134760072,-0.741134760071759,0,0,0,0,0,0
204.9753949,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.74651754289,-0.746517542889535,0,0,0,0,0,0
204.9758058,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.746927984075,-0.746927984074915,0,0,0,0,0,0
205.0034906,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.77458187098,-0.774581870979915,0,0,0,0,0,0
205.0042789,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.775369290757,-0.775369290757112,0,0,0,0,0,0
205.0251172,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.796184322525,-0.796184322525164,0,0,0,0,0,0
205.0425398,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.813587468294,-0.813587468294344,0,0,0,0,0,0
205.0718801,"C8H14O6","CHO","Carb",1.75,0.75,-0.2,-0.25,67.425,-4,-0.5,204.842895006653,-0.842895006653265,8,14,6,0,0,0
205.0937436,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.864734093674,-0.86473409367386,0,0,0,0,0,0
205.2214457,"","","None",NA,NA,Inf,NA,NA,NA,NA,204.992293600368,-0.992293600368157,0,0,0,0,0,0
205.2396595,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.010487062676,-0.0104870626763329,0,0,0,0,0,0
205.2901554,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.060926578503,-0.0609265785033131,0,0,0,0,0,0
205.3063609,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.077113983297,-0.0771139832972096,0,0,0,0,0,0
205.3981548,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.168805385408,-0.168805385408433,0,0,0,0,0,0
205.4186064,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.189234148969,-0.189234148969177,0,0,0,0,0,0
205.5177473,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.288264347355,-0.288264347354556,0,0,0,0,0,0
205.5421965,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.312686247159,-0.312686247159405,0,0,0,0,0,0
205.5670596,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.3375215848,-0.337521584799845,0,0,0,0,0,0
205.6273822,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.397776828046,-0.397776828045778,0,0,0,0,0,0
205.6319647,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.402354211185,-0.402354211185354,0,0,0,0,0,0
205.6595642,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.429922893337,-0.429922893337078,0,0,0,0,0,0
205.6815627,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.451896829615,-0.451896829615464,0,0,0,0,0,0
205.7140829,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.48438071727,-0.484380717269602,0,0,0,0,0,0
205.7252837,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.495569010356,-0.495569010356263,0,0,0,0,0,0
205.7321667,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.502444324737,-0.502444324736985,0,0,0,0,0,0
205.8590363,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.629172261008,-0.629172261008222,0,0,0,0,0,0
205.8659227,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.636050971592,-0.636050971592454,0,0,0,0,0,0
205.9266782,"C5H4O3S2P1","CHOSP","Lignin",0.8,0.6,0,0.2,54.6,-1.5,-0.3,205.696738631458,-0.696738631458402,5,4,3,0,2,1
205.9350106,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.705061727426,-0.705061727426113,0,0,0,0,0,0
206.0017338,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.771710423705,-0.771710423704917,0,0,0,0,0,0
206.018471,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.788428934798,-0.788428934797878,0,0,0,0,0,0
206.1241863,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.894026192149,-0.894026192149482,0,0,0,0,0,0
206.1414058,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.911226464702,-0.91122646470194,0,0,0,0,0,0
206.2034655,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.973216868286,-0.973216868286499,0,0,0,0,0,0
206.2238896,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.993618162554,-0.993618162553986,0,0,0,0,0,0
206.2263128,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.996038656787,-0.996038656787221,0,0,0,0,0,0
206.2282035,"","","None",NA,NA,Inf,NA,NA,NA,NA,205.997927245615,-0.997927245614733,0,0,0,0,0,0
206.3357298,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.105333480788,-0.105333480787522,0,0,0,0,0,0
206.4074501,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.17697369726,-0.176973697259854,0,0,0,0,0,0
206.4442186,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.213701141224,-0.213701141224277,0,0,0,0,0,0
206.4578764,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.227343690803,-0.227343690802769,0,0,0,0,0,0
206.4659841,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.235442337673,-0.235442337672509,0,0,0,0,0,0
206.4676256,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.237082004759,-0.237082004758946,0,0,0,0,0,0
206.4796149,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.249057917399,-0.249057917399483,0,0,0,0,0,0
206.4938653,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.263292405276,-0.263292405275536,0,0,0,0,0,0
206.503644,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.273060186292,-0.273060186291758,0,0,0,0,0,0
206.508351,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.277761930414,-0.277761930413504,0,0,0,0,0,0
206.5272406,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.296630438117,-0.296630438117376,0,0,0,0,0,0
206.5283004,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.297689054735,-0.29768905473523,0,0,0,0,0,0
206.5339887,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.303371003129,-0.303371003128632,0,0,0,0,0,0
206.5507448,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.320108393118,-0.320108393117664,0,0,0,0,0,0
206.5763032,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.34563825438,-0.345638254379935,0,0,0,0,0,0
206.5792827,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.348614427444,-0.348614427443579,0,0,0,0,0,0
206.6564989,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.425744407145,-0.425744407144862,0,0,0,0,0,0
206.7874397,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.556538997478,-0.556538997477816,0,0,0,0,0,0
206.7910469,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.560142169646,-0.56014216964607,0,0,0,0,0,0
206.7986191,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.56770591446,-0.567705914459907,0,0,0,0,0,0
206.8061766,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.575254975688,-0.575254975687869,0,0,0,0,0,0
206.8081456,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.577221777085,-0.577221777084873,0,0,0,0,0,0
206.88601,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.654999233,-0.65499923300024,0,0,0,0,0,0
206.9348311,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.703765818924,-0.703765818923841,0,0,0,0,0,0
206.9727872,"C8H3O4N1P1","CHONP","ConHC",0.38,0.5,1.125,0.375,49.6125,2.5,0.3125,206.741679536804,-0.741679536803503,8,3,4,1,0,1
207.015852,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.784696250263,-0.784696250263096,0,0,0,0,0,0
207.0382768,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.807096010531,-0.807096010531069,0,0,0,0,0,0
207.0806215,"","","None",NA,NA,Inf,NA,NA,NA,NA,206.849393428061,-0.849393428060779,0,0,0,0,0,0
