"Mass","formula","HC","OC"
545.2393208,"C29H38O10",1.31,0.34
545.2404864,"C30H42O5S2",1.4,0.17
545.259568,"C39H34O1N2",0.87,0.03
545.2602342,"C26H42O12",1.62,0.46
545.2614079,"C27H46O7S2",1.7,0.26
545.3020226,"C33H42O5N2",1.27,0.15
545.333002,"C28H50O10",1.79,0.36
545.3488789,"C32H50O7",1.56,0.22
545.3496299,"C33H54O2S2",1.64,0.06
545.9488795,"C22H12O11S2P1",0.55,0.5
546.1399354,"C21H29O12N3S1",1.38,0.57
546.2668271,"C24H41O11N3",1.71,0.46
546.3006582,"C29H45O5N3S1",1.55,0.17
546.3017478,"C37H41O3N1",1.11,0.08
546.3031228,"C25H45O10N3",1.8,0.4
546.3037601,"C25H45O10N3",1.8,0.4
546.8421817,"C17H8O9S6",0.47,0.53
546.9269562,"C19H20O1N2S8",1.05,0.05
546.9283948,"C21H8O14S2",0.38,0.67
546.9998405,"C28H20O2S5",0.71,0.07
547.0602618,"C30H16O7N2S1",0.53,0.23
547.0756778,"C34H16O4N2S1",0.47,0.12
547.0795542,"C18H28O15S2",1.56,0.83
547.1119878,"C35H20O3N2S1",0.57,0.09
547.148338,"C36H24O2N2S1",0.67,0.06
547.1798047,"C31H32O7S1",1.03,0.23
547.1820735,"C27H32O12",1.19,0.44
547.1847712,"C37H28O1N2S1",0.76,0.03
547.2029585,"C24H36O14",1.5,0.58
547.2035851,"C24H36O14",1.5,0.58
547.218591,"C28H36O11",1.29,0.39
547.2194997,"C29H40O6S2",1.38,0.21
547.2222107,"C25H40O11S1",1.6,0.44
547.2396886,"C25H40O13",1.6,0.52
547.2405186,"C26H44O8S2",1.69,0.31
547.2551889,"C29H40O10",1.38,0.34
547.2586367,"C26H44O10S1",1.69,0.38
547.2759929,"C26H44O12",1.69,0.46
547.3466363,"C32H52O5S1",1.62,0.16
548.1129593,"C27H23O8N3S1",0.85,0.3
548.2823167,"C24H43O11N3",1.79,0.46
548.9389147,"C22H18O1N2S7",0.82,0.05
548.9425738,"C19H22O1N2S8",1.16,0.05
548.9836806,"C18H16O16P2",0.89,0.89
549.047721,"C18H18O18N2",1,1
549.0551584,"C20H22O16S1",1.1,0.8
549.0676968,"C27H18O13",0.67,0.48
549.0911343,"C34H18O4N2S1",0.53,0.12
549.0919547,"C21H26O15S1",1.24,0.71
549.0928089,"C17H29O15N1S1P1",1.71,0.88
549.1063895,"C17H30O14N2S2",1.76,0.82
549.1071248,"C25H26O12S1",1.04,0.48
549.1275112,"C35H22O3N2S1",0.63,0.09
549.1282712,"C22H30O14S1",1.36,0.64
549.1611437,"C26H30O13",1.15,0.5
549.1617807,"C26H30O13",1.15,0.5
549.1641394,"C36H26O2N2S1",0.72,0.06
549.1838021,"C24H38O10S2",1.58,0.42
549.1977246,"C27H34O12",1.26,0.44
549.1985715,"C23H37O12N1P1",1.61,0.52
549.1994643,"C29H42O2S4",1.45,0.07
549.2041569,"C20H38O17",1.9,0.85
549.2186952,"C24H38O14",1.58,0.58
549.2192926,"C24H38O14",1.58,0.58
549.2342012,"C28H38O11",1.36,0.39
549.2352831,"C29H42O6S2",1.45,0.21
549.2364089,"C30H46O1S4",1.53,0.03
549.2545689,"C38H34O2N2",0.89,0.05
549.2558782,"C21H45O13N1P1",2.14,0.62
549.2917186,"C26H46O12",1.77,0.46
549.9415578,"C16H9O19N1S1",0.56,1.19
550.0307953,"C26H16O12P1",0.62,0.46
550.1849355,"C20H40O13S1P1",2,0.65
550.1954018,"C36H29O1N3S1",0.81,0.03
550.959677,"C21H12O14S2",0.57,0.67
550.99753,"C22H18O11S1P2",0.82,0.5
550.9995211,"C18H18O16P2",1,0.89
551.0005693,"C19H22O11S2P2",1.16,0.58
551.0686826,"C19H23O16N1P1",1.21,0.84
551.0702436,"C33H16O5N2S1",0.48,0.15
551.0711812,"C20H24O16S1",1.2,0.8
551.1064794,"C25H30O8S1P2",1.2,0.32
551.1072,"C34H20O4N2S1",0.59,0.12
551.1079303,"C21H28O15S1",1.33,0.71
551.1157403,"C23H24O14N2",1.04,0.61
551.1405212,"C25H28O14",1.12,0.56
551.1426438,"C26H34O7S1P2",1.31,0.27
551.1432975,"C35H24O3N2S1",0.69,0.09
551.1769454,"C26H32O13",1.23,0.5
551.177994,"C27H36O8S2",1.33,0.3
551.1796448,"C36H28O2N2S1",0.78,0.06
551.2000938,"C24H42O8S1P2",1.75,0.33
551.213437,"C27H36O12",1.33,0.44
551.2139892,"C23H39O12N1P1",1.7,0.52
551.2345586,"C24H40O14",1.67,0.58
551.2499681,"C28H40O11",1.43,0.39
551.2865133,"C29H44O10",1.52,0.34
551.2873107,"C30H48O5S2",1.6,0.17
551.9011738,"C18H5O16N1P2",0.28,0.89
551.9036945,"C16H11O13N1S4",0.69,0.81
551.9261957,"C14H19O10N1S6",1.36,0.71
551.9846848,"C20H15O10N3S3",0.75,0.5
552.0444524,"C14H23O16N3S2",1.64,1.14
552.1720109,"C25H31O13N1",1.24,0.52
552.1752116,"C35H27O2N3S1",0.77,0.06
552.1945199,"C23H39O10N1S2",1.7,0.43
552.8607317,"C18H6O9N2S5",0.33,0.5
552.8850101,"C18H4O17P2",0.22,0.94
552.9605012,"C17H14O17S2",0.82,1
552.984398,"C27H9O11N1P1",0.33,0.41
552.9853176,"C19H10O18N2",0.53,0.95
552.9967375,"C18H18O16S2",1,0.89
552.9975727,"C19H22O11S4",1.16,0.58
553.0527449,"C28H14O11N2",0.5,0.39
553.0648523,"C36H14O3N2S1",0.39,0.08
553.0658609,"C23H22O14S1",0.96,0.61
553.0739043,"C25H18O13N2",0.72,0.52
553.0802767,"C19H26O13N2S2",1.37,0.68
553.0860274,"C33H18O5N2S1",0.55,0.15
553.0874393,"C16H29O16N1S1P1",1.81,1
553.102847,"C20H29O13N1S1P1",1.45,0.65
553.1223867,"C34H22O4N2S1",0.65,0.12
553.1375399,"C38H22O1N2S1",0.58,0.03
553.1407723,"C21H30O17",1.43,0.81
553.1563237,"C25H30O14",1.2,0.56
553.1568802,"C21H33O14N1P1",1.57,0.67
553.1577801,"C22H37O9N1S2P1",1.68,0.41
553.1919373,"C39H26O2N2",0.67,0.05
553.1929429,"C26H34O13",1.31,0.5
553.1936634,"C27H38O8S2",1.41,0.3
553.1953208,"C36H30O2N2S1",0.83,0.06
553.2283025,"C40H30O1N2",0.75,0.03
553.2293314,"C27H38O12",1.41,0.44
553.2511167,"C25H46O9S2",1.84,0.36
553.2860008,"C38H38O2N2",1,0.05
554.1548277,"C21H33O14N1S1",1.57,0.67
554.1880378,"C25H33O13N1",1.32,0.52
554.2174995,"C25H37O9N3S1",1.48,0.36
554.2185035,"C33H33O7N1",1,0.21
554.2197931,"C21H37O14N3",1.76,0.67
554.2207256,"C21H37O14N3",1.76,0.67
554.2537059,"C26H41O8N3S1",1.58,0.31
554.8930942,"C17H4O16N2S2",0.24,0.94
554.8937963,"C18H8O11N2S4",0.44,0.61
554.9066165,"C13H16O14S5",1.23,1.08
554.9094304,"C21H6O11N2S1P2",0.29,0.52
554.9104205,"C17H4O18N2S1",0.24,1.06
554.9938951,"C17H16O19S1",0.94,1.12
555.0106622,"C30H8O10N2",0.27,0.33
555.0118563,"C18H20O16S2",1.11,0.89
555.0319572,"C27H12O12N2",0.44,0.44
555.0655287,"C32H16O6N2S1",0.5,0.19
555.0667697,"C15H27O17N1S1P1",1.8,1.13
555.068624,"C28H16O11N2",0.57,0.39
555.1017056,"C33H20O5N2S1",0.61,0.15
555.1033094,"C16H31O16N1S1P1",1.94,1
555.116856,"C37H20O2N2S1",0.54,0.05
555.1374941,"C25H34O8S1P2",1.36,0.32
555.1527955,"C16H32O19N2",2,1.19
555.1540327,"C38H24O1N2S1",0.63,0.03
555.1722657,"C25H32O14",1.28,0.56
555.1741517,"C26H38O7S1P2",1.46,0.27
555.1928842,"C22H36O16",1.64,0.73
555.2083597,"C26H36O13",1.38,0.5
555.2094359,"C27H40O8S2",1.48,0.3
555.2107862,"C36H32O2N2S1",0.89,0.06
555.225001,"C27H43O5N1S2P1",1.59,0.19
555.2293171,"C23H40O15",1.74,0.65
555.2449656,"C27H40O12",1.48,0.44
555.2656161,"C24H44O14",1.83,0.58
555.2816276,"C28H44O11",1.57,0.39
555.2824464,"C29H48O6S2",1.66,0.21
555.2833419,"C30H52O1S4",1.73,0.03
555.3385791,"C26H52O12",2,0.46
555.9213611,"C13H19O11N1S6",1.46,0.85
555.9532753,"C19H10O18P1",0.53,0.95
556.005117,"C24H14O14P1",0.58,0.58
556.2037067,"C25H35O13N1",1.4,0.52
557.0215043,"C25H18O11S2",0.72,0.44
557.0822586,"C40H14O4",0.35,0.1
557.0935652,"C26H22O14",0.85,0.54
557.096178,"C36H18O3N2S1",0.5,0.08
557.1175834,"C33H22O5N2S1",0.67,0.15
557.1330386,"C24H30O13S1",1.25,0.54
557.1541374,"C34H26O4N2S1",0.76,0.12
557.1684283,"C16H34O19N2",2.12,1.19
557.1692806,"C25H34O12S1",1.36,0.48
557.188013,"C25H34O14",1.36,0.56
557.1899062,"C26H40O7S1P2",1.54,0.27
557.2021828,"C21H38O13N2S1",1.81,0.62
557.2034014,"C25H37O11N1P1",1.48,0.44
557.2239664,"C26H38O13",1.46,0.5
557.2245777,"C22H41O13N1P1",1.86,0.59
557.2393024,"C30H38O10",1.27,0.33
557.2602613,"C27H42O12",1.56,0.44
557.2757764,"C31H42O9",1.35,0.29
557.2763699,"C27H45O9N1P1",1.67,0.33
557.2967435,"C28H46O11",1.64,0.39
558.1545606,"C21H36O13S1P1",1.71,0.62
558.230867,"C24H37O12N3",1.54,0.5
558.2463305,"C29H41O4N3S2",1.41,0.14
558.248838,"C25H41O9N3S1",1.64,0.36
558.8746023,"C22H8O8S5",0.36,0.36
558.8924925,"C17H7O15N1S2P1",0.41,0.88
558.9146152,"C20H16O7S6",0.8,0.35
559.0182873,"C16H20O16N2S2",1.25,1
559.0553994,"C25H20O13S1",0.8,0.52
559.0754267,"C35H16O4N2S1",0.46,0.11
559.0760599,"C22H24O15S1",1.09,0.68
559.0960475,"C23H30O10S1P2",1.3,0.43
559.0972659,"C40H16O4",0.4,0.1
559.1120046,"C36H20O3N2S1",0.56,0.08
559.1130916,"C23H28O14S1",1.22,0.61
559.1143954,"C32H20O8N2",0.62,0.25
559.1485353,"C37H24O2N2S1",0.65,0.05
559.1670486,"C24H32O15",1.33,0.62
559.1821369,"C28H32O12",1.14,0.43
559.2034797,"C25H36O14",1.44,0.56
559.2047244,"C22H43O9N1S2P1",1.95,0.41
559.2189848,"C29H36O11",1.24,0.38
559.2396696,"C26H40O13",1.54,0.5
559.2402986,"C22H43O13N1P1",1.95,0.59
559.2547805,"C30H40O10",1.33,0.33
559.2557399,"C26H43O10N1P1",1.65,0.38
559.2782705,"C29H52O2S4",1.79,0.07
559.2789864,"C24H48O12S1",2,0.5
559.2796066,"C24H48O12S1",2,0.5
559.9195783,"C16H7O16N3S2",0.44,1
560.8146807,"C16H6O7N2S7",0.38,0.44
560.9440405,"C22H10O14S2",0.45,0.64
560.9798626,"C18H13O18N1P1",0.72,1
560.9882282,"C25H10O12N2S1",0.4,0.48
561.0394609,"C30H14O8N2S1",0.47,0.27
561.0530649,"C20H21O16N1P1",1.05,0.8
561.0543698,"C25H24O9S1P2",0.96,0.36
561.0596077,"C14H29O16N1S2P1",2.07,1.14
561.0726665,"C34H14O7N2",0.41,0.21
561.0911982,"C35H18O4N2S1",0.51,0.11
561.0919883,"C43H14O2",0.33,0.05
561.1245715,"C26H26O14",1,0.54
561.1269431,"C27H32O7S1P2",1.19,0.26
561.1278441,"C23H30O14S1",1.3,0.61
561.1284423,"C23H30O14S1",1.3,0.61
561.1300236,"C32H22O8N2",0.69,0.25
561.1307688,"C19H30O19",1.58,1
561.1319017,"C20H34O14S2",1.7,0.7
561.1611669,"C27H30O13",1.11,0.48
561.164018,"C37H26O2N2S1",0.7,0.05
561.1827244,"C24H34O15",1.42,0.62
561.183547,"C25H38O10S2",1.52,0.4
561.1980669,"C28H34O12",1.21,0.43
561.1987577,"C29H38O7S2",1.31,0.24
561.2190742,"C25H38O14",1.52,0.56
561.2202784,"C26H42O9S2",1.62,0.35
561.2344455,"C29H38O11",1.31,0.38
561.2353654,"C30H42O6S2",1.4,0.2
561.2555244,"C26H42O13",1.62,0.5
561.2573097,"C27H48O6S1P2",1.78,0.22
561.2706687,"C30H42O10",1.4,0.33
561.3278851,"C28H50O11",1.79,0.39
561.3474933,"C29H56O6P2",1.93,0.21
561.5617954,"C38H74O2",1.95,0.05
561.8132919,"C12H9O7N3S8",0.75,0.58
561.8790286,"C19H5O10N3S4",0.26,0.53
561.8846723,"C20H5O13N1S3",0.25,0.65
561.9213611,"C16H8O17N2S1P1",0.5,1.06
561.9295765,"C23H5O11N3S2",0.22,0.48
562.0047711,"C21H13O14N3S1",0.62,0.67
562.0081263,"C18H17O14N3S2",0.94,0.78
562.038357,"C19H33O4N1S7",1.74,0.21
562.0475501,"C19H20O16N2P1",1.05,0.84
562.0515461,"C24H20O14P1",0.83,0.58
562.0669422,"C24H23O11N1P2",0.96,0.46
562.0717588,"C17H25O18N1S1",1.47,1.06
562.0773717,"C23H21O12N3S1",0.91,0.52
562.0880136,"C25H24O13P1",0.96,0.52
562.1118819,"C29H29O1N3S4",1,0.03
562.116266,"C20H25O16N3",1.25,0.8
562.119081,"C17H29O16N3S1",1.71,0.94
562.142598,"C23H33O11N1S2",1.43,0.48
562.1477022,"C29H29O5N3S2",1,0.17
562.1510838,"C33H25O8N1",0.76,0.24
562.1639099,"C20H37O13N1S2",1.85,0.65
562.1705412,"C38H28O3P1",0.74,0.08
562.2054498,"C27H37O6N3S2",1.37,0.22
562.2084246,"C31H33O9N1",1.06,0.29
562.2203442,"C31H37O3N3S2",1.19,0.1
562.2475888,"C29H41O8N1S1",1.41,0.28
562.2624357,"C25H45O7N3S2",1.8,0.28
562.2633634,"C33H41O5N1S1",1.24,0.15
562.2648542,"C21H45O12N3S1",2.14,0.57
562.2917819,"C27H48O10P1",1.78,0.37
562.2963058,"C37H41O4N1",1.11,0.11
562.2970345,"C33H44O4N2P1",1.33,0.12
562.2984722,"C25H45O11N3",1.8,0.44
562.3116556,"C41H41O1N1",1,0.02
562.3141871,"C30H49O3N3S2",1.63,0.1
562.3171902,"C34H45O6N1",1.32,0.18
562.3330139,"C34H48O3N2P1",1.41,0.09
562.334896,"C26H49O10N3",1.88,0.38
562.347762,"C34H49O2N3S1",1.44,0.06
562.3569515,"C32H53O5N1S1",1.66,0.16
562.4082986,"C29H61O3N3S2",2.1,0.1
562.4114057,"C33H57O6N1",1.73,0.18
562.46627,"C35H65O2N1S1",1.86,0.06
562.8117551,"C15H4O10N2S6",0.27,0.67
562.8364717,"C16H4O15S4",0.25,0.94
562.8515366,"C20H4O12S4",0.2,0.6
562.8837215,"C16H8O13N2S4",0.5,0.81
562.8869096,"C20H4O16S2",0.2,0.8
562.8979959,"C19H4O15N2S2",0.21,0.79
562.9215591,"C19H20O2N2S8",1.05,0.11
562.9232325,"C21H8O15S2",0.38,0.71
562.9550615,"C23H20O1N2S7",0.87,0.04
562.9556734,"C17H12O16N2S2",0.71,0.94
562.9659734,"C16H20O14S4",1.25,0.88
562.9748276,"C19H20O8N2S5",1.05,0.42
562.9818168,"C20H20O11S4",1,0.55
562.9890577,"C21H12O15N2S1",0.57,0.71
562.9938243,"C20H24O5N2S6",1.2,0.25
563.0016448,"C16H20O18S2",1.25,1.12
563.0041919,"C33H8O10",0.24,0.3
563.004774,"C33H8O10",0.24,0.3
563.0066748,"C21H12O17N2",0.57,0.81
563.0087333,"C31H16O5S3",0.52,0.16
563.031069,"C23H16O17",0.7,0.74
563.0333935,"C24H22O10S1P2",0.92,0.42
563.034307,"C33H12O6N2S1",0.36,0.18
563.0355181,"C16H23O17N1S1P1",1.44,1.06
563.038727,"C17H24O17S2",1.41,1
563.0406536,"C34H12O9",0.35,0.26
563.0494942,"C37H12O3N2S1",0.32,0.08
563.064532,"C15H23O18N3P1",1.53,1.2
563.0714885,"C21H24O16S1",1.14,0.76
563.072442,"C21H26O14P2",1.24,0.67
563.088849,"C21H24O18",1.14,0.86
563.0906927,"C18H31O13N1S2P1",1.72,0.72
563.0951507,"C28H24O7N2S2",0.86,0.25
563.0987548,"C32H20O10",0.62,0.31
563.1021002,"C22H32O7N2S4",1.45,0.32
563.103587,"C17H28O17N2S1",1.65,1
563.1069885,"C35H20O4N2S1",0.57,0.11
563.1079366,"C22H28O15S1",1.27,0.68
563.1086759,"C22H30O13P2",1.36,0.59
563.1114166,"C19H32O15S2",1.68,0.79
563.1277677,"C32H24O6N2S1",0.75,0.19
563.129602,"C20H36O12S3",1.8,0.6
563.1365786,"C21H28O16N2",1.33,0.76
563.140983,"C26H28O14",1.08,0.54
563.1434241,"C36H24O3N2S1",0.67,0.08
563.1447752,"C19H35O14N1S1P1",1.84,0.74
563.1465307,"C19H32O19",1.68,1
563.1579691,"C18H32O18N2",1.78,1
563.1597163,"C23H35O11N1S1P1",1.52,0.48
563.1773148,"C27H32O13",1.19,0.48
563.1787998,"C28H38O6S1P2",1.36,0.21
563.1807452,"C24H36O13S1",1.5,0.54
563.1956309,"C28H36O10S1",1.29,0.36
563.1961995,"C28H36O10S1",1.29,0.36
563.1978136,"C24H36O15",1.5,0.62
563.207694,"C35H32O7",0.91,0.2
563.2094619,"C23H36O14N2",1.57,0.61
563.2109668,"C28H39O7N1S1P1",1.39,0.25
563.2125205,"C41H28O1N2",0.68,0.02
563.2139381,"C28H36O12",1.29,0.43
563.2153751,"C30H44O2S4",1.47,0.07
563.2163037,"C38H32O1N2S1",0.84,0.03
563.2186856,"C34H32O6N2",0.94,0.18
563.2346614,"C25H40O14",1.6,0.56
563.2353184,"C21H43O14N1P1",2.05,0.67
563.235943,"C26H44O9S2",1.69,0.35
563.2494916,"C29H40O11",1.38,0.38
563.2502897,"C29H40O11",1.38,0.38
563.2539621,"C27H48O6S3",1.78,0.22
563.2698111,"C30H46O6P2",1.53,0.2
563.2712027,"C26H44O13",1.69,0.5
563.2722288,"C27H48O8S2",1.78,0.3
563.2806243,"C37H40O5",1.08,0.14
563.3051034,"C31H48O7S1",1.55,0.23
563.3060443,"C32H52O2S3",1.62,0.06
563.3075901,"C27H48O12",1.78,0.44
563.3220423,"C31H48O9",1.55,0.29
563.3566192,"C36H52O3S1",1.44,0.08
563.3705992,"C31H52O7N2",1.68,0.23
563.373713,"C28H56O7N2S1",2,0.25
563.414171,"C34H60O4S1",1.76,0.12
563.4314859,"C34H60O6",1.76,0.18
563.8677766,"C16H7O14N1S4",0.44,0.88
563.9452474,"C23H7O11N3S2",0.3,0.48
564.0826114,"C24H25O11N1P2",1.04,0.46
564.1291878,"C24H27O11N3S1",1.12,0.46
564.2776282,"C24H43O12N3",1.79,0.5
565.0122914,"C19H21O13N1S2P1",1.11,0.68
565.0517399,"C20H24O15P2",1.2,0.75
565.0605669,"C25H30O1N2S6",1.2,0.04
565.0614882,"C19H22O16N2S1",1.16,0.84
565.0622272,"C27H18O14",0.67,0.52
565.0872322,"C21H26O16S1",1.24,0.76
565.1011313,"C17H30O15N2S2",1.76,0.88
565.1225424,"C35H22O4N2S1",0.63,0.11
565.1293542,"C29H30O4N2S3",1.03,0.14
565.1314957,"C24H26O14N2",1.08,0.58
565.1562398,"C26H30O14",1.15,0.54
565.1570724,"C22H33O14N1P1",1.5,0.64
565.1583028,"C27H36O7S1P2",1.33,0.26
565.1928397,"C27H34O13",1.26,0.48
565.1935682,"C28H38O8S2",1.36,0.29
565.1960866,"C24H38O13S1",1.58,0.54
565.2135294,"C24H38O15",1.58,0.62
565.2158798,"C25H44O8S1P2",1.76,0.32
565.2292318,"C28H38O12",1.36,0.43
565.2318502,"C38H34O1N2S1",0.89,0.03
565.250385,"C25H42O14",1.68,0.56
565.3221727,"C40H42O1N2",1.05,0.03
565.3236667,"C28H54O7S2",1.93,0.25
565.3248851,"C29H58O2S4",2,0.07
565.8632835,"C20H9O7N1S6",0.45,0.35
566.0059229,"C21H13O18N1",0.62,0.86
566.0086687,"C24H25O3N1S6",1.04,0.12
566.2103816,"C24H41O10N1S2",1.71,0.42
566.9683345,"C16H12O19N2S1",0.75,1.19
567.0099811,"C23H20O11S3",0.87,0.48
567.0208879,"C21H18O13N2P2",0.86,0.62
567.0218898,"C17H16O20N2",0.94,1.18
567.0226942,"C30H18O6S1P2",0.6,0.2
567.0631503,"C23H20O17",0.87,0.74
567.0642918,"C20H27O12N1S2P1",1.35,0.6
567.0655252,"C33H16O6N2S1",0.48,0.18
567.0664944,"C20H24O17S1",1.2,0.85
567.0678928,"C29H16O11N2",0.55,0.38
567.080429,"C16H28O16N2S2",1.75,1
567.0811475,"C24H24O14S1",1,0.58
567.0866205,"C30H20O8N2S1",0.67,0.27
567.1000168,"C20H27O16N1P1",1.35,0.8
567.1019088,"C34H20O5N2S1",0.59,0.15
567.1026093,"C21H28O16S1",1.33,0.76
567.1171805,"C17H32O15N2S2",1.88,0.88
567.1353461,"C25H28O15",1.12,0.6
567.1383541,"C35H24O4N2S1",0.69,0.11
567.1393072,"C43H20O2",0.47,0.05
567.1721251,"C26H32O14",1.23,0.54
567.1726942,"C22H35O14N1P1",1.59,0.64
567.1750685,"C23H36O14S1",1.57,0.61
567.1762435,"C24H40O9S3",1.67,0.38
567.2085872,"C27H36O13",1.33,0.48
567.2103474,"C28H42O6S1P2",1.5,0.21
567.2122048,"C25H44O8S3",1.76,0.32
567.2294502,"C24H40O15",1.67,0.62
567.2450175,"C28H40O12",1.43,0.43
567.2464648,"C30H48O2S4",1.6,0.07
567.2474563,"C38H36O1N2S1",0.95,0.03
567.2664216,"C26H48O9S2",1.85,0.35
567.2814318,"C29H44O11",1.52,0.38
567.2844482,"C26H48O11S1",1.85,0.42
567.3024574,"C26H48O13",1.85,0.5
568.0220603,"C21H15O18N1",0.71,0.86
568.0229759,"C26H18O11S1P1",0.69,0.42
568.1882731,"C22H35O16N1",1.59,0.73
568.2145186,"C25H35O12N3",1.4,0.48
568.8797867,"C18H4O18P2",0.22,1
568.8806955,"C20H10O10S5",0.5,0.5
568.97272,"C17H14O20S1",0.82,1.18
569.0468013,"C19H24O16P2",1.26,0.84
569.0476226,"C28H14O12N2",0.5,0.43
569.0485077,"C16H26O18S2",1.62,1.12
569.0601424,"C36H14O4N2S1",0.39,0.11
569.0608077,"C23H22O15S1",0.96,0.65
569.0816737,"C20H26O17S1",1.3,0.85
569.0966358,"C24H26O14S1",1.08,0.58
569.0974972,"C24H26O14S1",1.08,0.58
569.1029433,"C17H30O19S1",1.76,1.12
569.1038127,"C18H34O14S3",1.89,0.78
569.1177073,"C34H22O5N2S1",0.65,0.15
569.1329794,"C38H22O2N2S1",0.58,0.05
569.1336285,"C25H30O13S1",1.2,0.52
569.1517858,"C21H33O15N1P1",1.57,0.71
569.1676595,"C26H37O7N1S2P1",1.42,0.27
569.1865209,"C39H26O3N2",0.67,0.08
569.1877933,"C26H34O14",1.31,0.54
569.1894037,"C27H40O7S1P2",1.48,0.26
569.224135,"C27H38O13",1.41,0.48
569.226353,"C37H34O2N2S1",0.92,0.05
569.2455413,"C24H42O15",1.75,0.62
569.2605298,"C28H42O12",1.5,0.43
569.2813369,"C25H46O14",1.84,0.56
569.2966809,"C29H46O11",1.59,0.38
569.3359802,"C27H54O10S1",2,0.37
569.9367702,"C21H5O15N3S1",0.24,0.71
569.9377454,"C22H9O10N3S3",0.41,0.45
570.1090244,"C36H17O5N3",0.47,0.14
570.1829,"C25H33O14N1",1.32,0.56
570.9053888,"C17H4O19N2S1",0.24,1.12
570.9074159,"C19H12O9N2S5",0.63,0.47
570.9803171,"C21H20O7N2S5",0.95,0.33
570.9817015,"C16H16O17N2S2",1,1.06
570.9836395,"C24H14O13P2",0.58,0.54
570.9856596,"C21H16O15S2",0.76,0.71
571.0217315,"C21H16O19",0.76,0.9
571.0570757,"C35H12O7N2",0.34,0.2
571.0576826,"C22H20O18",0.91,0.82
571.0971535,"C41H16O4",0.39,0.1
571.0985511,"C20H30O15P2",1.5,0.75
571.1011446,"C17H32O17S2",1.88,1
571.1018435,"C18H36O12S4",2,0.67
571.114596,"C33H20O8N2",0.61,0.24
571.1153753,"C20H28O19",1.4,0.95
571.1170273,"C22H36O9S4",1.64,0.41
571.1485756,"C25H32O13S1",1.28,0.52
571.1491701,"C25H32O13S1",1.28,0.52
571.1687302,"C26H38O8S1P2",1.46,0.31
571.1822243,"C29H32O12",1.1,0.41
571.2035213,"C26H36O14",1.38,0.54
571.2189793,"C30H36O11",1.2,0.37
571.2397628,"C27H40O13",1.48,0.48
571.2403511,"C23H43O13N1P1",1.87,0.57
571.2551185,"C31H40O10",1.29,0.32
571.2607224,"C24H44O15",1.83,0.62
571.2762391,"C28H44O12",1.57,0.43
571.3125434,"C29H48O11",1.66,0.38
571.9303689,"C16H15O14N1S4",0.94,0.88
571.9619027,"C25H19O3N1S6",0.76,0.12
572.0714597,"C22H23O15N1S1",1.05,0.68
572.0813079,"C33H19O7N1S1",0.58,0.21
572.0824091,"C21H23O14N3S1",1.1,0.67
572.1111551,"C20H31O14N1S2",1.55,0.7
572.2623352,"C30H43O4N3S2",1.43,0.13
572.3186073,"C27H47O10N3",1.74,0.37
572.93035,"C21H18O7S6",0.86,0.33
572.9619998,"C16H18O13N2S4",1.12,0.81
572.9762165,"C19H14O15N2S2",0.74,0.79
572.9789143,"C23H10O18",0.43,0.78
572.9797726,"C23H10O18",0.43,0.78
572.9807996,"C24H14O13S2",0.58,0.54
573.0166726,"C25H18O12S2",0.72,0.48
573.0285547,"C25H22O6N2S4",0.88,0.24
573.0299423,"C20H18O16N2S1",0.9,0.8
573.0561249,"C22H22O16S1",1,0.73
573.0914349,"C36H18O4N2S1",0.5,0.11
573.0928523,"C24H30O10S3",1.25,0.42
573.1101335,"C23H26O17",1.13,0.74
573.1108169,"C24H30O12S2",1.25,0.5
573.1113973,"C24H32O10S1P2",1.33,0.42
573.1122918,"C33H22O6N2S1",0.67,0.18
573.1132148,"C41H18O4",0.44,0.1
573.1277958,"C24H30O14S1",1.25,0.58
573.1288476,"C24H30O14S1",1.25,0.58
573.1466854,"C20H33O16N1P1",1.65,0.8
573.1639283,"C38H26O2N2S1",0.68,0.05
573.182416,"C25H34O15",1.36,0.6
573.1830941,"C21H37O15N1P1",1.76,0.71
573.1979375,"C29H34O12",1.17,0.41
573.2018318,"C27H42O7S3",1.56,0.26
573.2039542,"C22H38O17",1.73,0.77
573.2138137,"C29H37O9N1P1",1.28,0.31
573.2155018,"C22H42O11N2S2",1.91,0.5
573.2190255,"C26H38O14",1.46,0.54
573.2198011,"C27H42O9S2",1.56,0.33
573.2344366,"C30H38O11",1.27,0.37
573.2352735,"C31H42O6S2",1.35,0.19
573.2554307,"C27H42O13",1.56,0.48
573.2705811,"C31H42O10",1.35,0.32
573.2738481,"C28H46O10S1",1.64,0.36
573.2944147,"C38H42O1N2S1",1.11,0.03
573.2950135,"C25H50O12S1",2,0.48
573.3340548,"C31H49O5N3P1",1.58,0.16
573.3800789,"C34H54O7",1.59,0.21
573.3810312,"C35H58O2S2",1.66,0.06
573.9805396,"C20H19O11N1S2P2",0.95,0.55
574.0218009,"C28H21O1N3S5",0.75,0.04
574.1076062,"C25H37O2N1S6",1.48,0.08
574.2624633,"C26H45O7N3S2",1.73,0.27
574.2965104,"C38H41O4N1",1.08,0.11
574.9238033,"C18H11O15N1S2P1",0.61,0.83
574.9732511,"C18H12O18N2S1",0.67,1
574.9767273,"C15H16O18N2S2",1.07,1.2
574.9776572,"C16H20O13N2S4",1.25,0.81
574.9798407,"C19H12O21",0.63,1.11
