"Mass","formula","HC","OC"
357.0467616,"C10H17O11N1P1",1.7,1.1
357.0471934,"C15H18O6S2",1.2,0.4
357.0480318,"C16H22O1S4",1.38,0.06
357.0607226,"C10H18O10N2S1",1.8,1
357.062204,"C14H17O8N1P1",1.21,0.57
357.0807729,"C15H21O5N1S1P1",1.4,0.33
357.0826882,"C15H18O10",1.2,0.67
357.0833123,"C11H21O10N1P1",1.91,0.91
357.0919687,"C26H14O2",0.54,0.08
357.098481,"C15H21O7N1P1",1.4,0.47
357.1018842,"C12H25O7N1S1P1",2.08,0.58
357.1030076,"C25H14O1N2",0.56,0.04
357.1041886,"C12H22O12",1.83,1
357.1090805,"C18H18O6N2",1,0.33
357.1095349,"C18H18O6N2",1,0.33
357.1102485,"C19H22O1N2S2",1.16,0.05
357.1134189,"C23H18O4",0.78,0.17
357.1150225,"C11H22O11N2",2,1
357.1170721,"C16H25O4N1S1P1",1.56,0.25
357.1196647,"C12H25O9N1P1",2.08,0.75
357.1200751,"C17H26O4S2",1.53,0.24
357.1381164,"C13H29O6N1S1P1",2.23,0.46
357.1516159,"C12H26O10N2",2.17,0.83
357.1534874,"C17H29O3N1S1P1",1.71,0.18
357.1559283,"C13H29O8N1P1",2.23,0.62
357.1563511,"C18H30O3S2",1.67,0.17
357.1742029,"C18H30O5S1",1.67,0.28
357.1928236,"C19H34O2S2",1.79,0.11
357.2288031,"C20H38O1S2",1.9,0.05
357.9015959,"C11H4O8S2P1",0.36,0.73
357.9675591,"C19H4O6P1",0.21,0.32
357.9689394,"C11H5O13N1",0.45,1.18
358.042122,"C14H17O6N1S2",1.21,0.43
358.0433201,"C18H16O4S1P1",0.89,0.22
358.1079242,"C14H21O6N3S1",1.5,0.43
358.1088089,"C22H17O4N1",0.77,0.18
358.1334854,"C12H28O6N2S1P1",2.33,0.5
358.151344,"C12H28O8N2P1",2.33,0.67
358.9005751,"C11H6O6S2P2",0.55,0.55
358.95886,"C18H4O3N2S2",0.22,0.17
358.9729511,"C12H10O9P2",0.83,0.75
358.9734181,"C14H16O1S5",1.14,0.07
358.9909353,"C14H16O3S4",1.14,0.21
359.004334,"C16H8O10",0.5,0.62
359.0052151,"C17H12O5S2",0.71,0.29
359.0261945,"C14H16O7S2",1.14,0.5
359.0340571,"C16H12O6N2S1",0.75,0.38
359.0407095,"C17H12O9",0.71,0.53
359.0414475,"C13H15O9N1P1",1.15,0.69
359.0601198,"C14H19O6N1S1P1",1.36,0.43
359.0620458,"C14H16O11",1.14,0.79
359.0626226,"C10H19O11N1P1",1.9,1.1
359.0635414,"C16H24O1S4",1.5,0.06
359.0752162,"C18H19O3N1S1P1",1.06,0.17
359.0776918,"C14H19O8N1P1",1.36,0.57
359.0963554,"C15H23O5N1S1P1",1.53,0.33
359.0988115,"C11H23O10N1P1",2.09,0.91
359.0992473,"C16H24O5S2",1.5,0.31
359.1108084,"C23H20O2S1",0.87,0.09
359.1141995,"C15H23O7N1P1",1.53,0.47
359.1174641,"C12H27O7N1S1P1",2.25,0.58
359.1325134,"C20H24O4S1",1.2,0.2
359.1352061,"C12H27O9N1P1",2.25,0.75
359.13565,"C17H28O4S2",1.65,0.24
359.1504129,"C16H27O6N1P1",1.69,0.38
359.1507905,"C21H28O1S2",1.33,0.05
359.164653,"C16H28O5N2S1",1.75,0.31
359.1687514,"C21H28O3S1",1.33,0.14
359.1708001,"C17H28O8",1.65,0.47
359.1716625,"C18H32O3S2",1.78,0.17
359.1721464,"C18H32O3S2",1.78,0.17
359.2080337,"C19H36O2S2",1.89,0.11
359.2086228,"C19H36O2S2",1.89,0.11
359.2445158,"C20H40O1S2",2,0.05
359.963936,"C15H7O6N1S2",0.47,0.4
359.9645886,"C11H10O6N2S2P1",0.91,0.55
359.9651751,"C19H6O4S1P1",0.32,0.21
359.9756674,"C14H7O5N3S2",0.5,0.36
360.0554687,"C21H14O4P1",0.67,0.19
360.0917646,"C14H22O5N2S1P1",1.57,0.36
360.1123779,"C15H23O7N1S1",1.53,0.47
360.1235118,"C14H23O6N3S1",1.64,0.43
360.1281032,"C15H26O4N2S1P1",1.73,0.27
360.1669753,"C17H31O3N1S2",1.82,0.18
360.2397651,"C19H39O1N1S2",2.05,0.05
360.8949343,"C15H6O1S5",0.4,0.07
360.9336364,"C12H10O5S4",0.83,0.42
360.9699895,"C8H13O9N1S2P1",1.62,1.12
360.9704553,"C12H12O7S1P2",1,0.58
360.9709273,"C12H12O7S1P2",1,0.58
360.9713918,"C17H5O3N3S1P1",0.29,0.18
360.9746617,"C18H6O3N2S2",0.33,0.17
360.9753543,"C14H9O3N3S2P1",0.64,0.21
361.0203201,"C16H10O10",0.62,0.62
361.0208393,"C17H14O5S2",0.82,0.29
361.0414082,"C13H14O12",1.08,0.92
361.0500148,"C16H14O6N2S1",0.88,0.38
361.0570419,"C13H17O9N1P1",1.31,0.69
361.0757736,"C14H21O6N1S1P1",1.5,0.43
361.0762344,"C19H22O1S3",1.16,0.05
361.0781064,"C10H21O11N1P1",2.1,1.1
361.0906287,"C22H18O3S1",0.82,0.14
361.0921909,"C10H22O10N2S1",2.2,1
361.0931495,"C18H18O8",1,0.44
361.0936299,"C19H22O3S2",1.16,0.16
361.1120425,"C15H25O5N1S1P1",1.67,0.33
361.11446,"C11H25O10N1P1",2.27,0.91
361.1249999,"C14H22O9N2",1.57,0.64
361.1253728,"C14H22O9N2",1.57,0.64
361.1262997,"C15H26O4N2S2",1.73,0.27
361.129778,"C15H25O7N1P1",1.67,0.47
361.1439517,"C15H26O6N2S1",1.73,0.4
361.1484329,"C16H29O4N1S1P1",1.81,0.25
361.1509411,"C17H30O4S2",1.76,0.24
361.166135,"C16H29O6N1P1",1.81,0.38
361.1803355,"C16H30O5N2S1",1.88,0.31
361.1847963,"C17H33O3N1S1P1",1.94,0.18
361.2054165,"C18H34O5S1",1.89,0.28
361.2237446,"C19H38O2S2",2,0.11
361.2569544,"C23H38O1S1",1.65,0.04
361.9655776,"C15H8O7S1P1",0.53,0.47
361.9822541,"C11H9O11N1S1",0.82,1
362.1462798,"C16H29O4N1S2",1.81,0.25
362.1720475,"C18H25O5N3",1.39,0.28
362.1876264,"C22H25O2N3",1.14,0.09
362.942042,"C13H3O10N1P1",0.23,0.77
362.9427471,"C18H4O5S2",0.22,0.28
362.9539338,"C17H4O4N2S2",0.24,0.24
362.9546359,"C13H7O4N3S2P1",0.54,0.31
362.9669073,"C12H12O7S3",1,0.58
362.9705081,"C9H16O7S4",1.78,0.78
363.0361753,"C12H15O10N1P1",1.25,0.83
363.0366158,"C17H16O5S2",0.94,0.29
363.0726446,"C13H19O9N1P1",1.46,0.69
363.0731772,"C18H20O4S2",1.11,0.22
363.0736675,"C14H23O4N1S2P1",1.64,0.29
363.0913457,"C14H23O6N1S1P1",1.64,0.43
363.0937856,"C10H23O11N1P1",2.3,1.1
363.0948894,"C16H28O1S4",1.75,0.06
363.1091402,"C14H23O8N1P1",1.64,0.57
363.1095387,"C19H24O3S2",1.26,0.16
363.1100514,"C15H27O3N1S2P1",1.8,0.2
363.1128449,"C16H28O3S3",1.75,0.19
363.1276825,"C15H27O5N1S1P1",1.8,0.33
363.13055,"C16H28O5S2",1.75,0.31
363.145472,"C15H27O7N1P1",1.8,0.47
363.145918,"C20H28O2S2",1.4,0.1
363.1595012,"C15H28O6N2S1",1.87,0.4
363.1640444,"C16H31O4N1S1P1",1.94,0.25
363.1818698,"C16H31O6N1P1",1.94,0.38
363.196052,"C16H32O5N2S1",2,0.31
363.1999621,"C21H32O3S1",1.52,0.14
363.200563,"C17H35O3N1S1P1",2.06,0.18
363.2181833,"C17H35O5N1P1",2.06,0.29
363.8984684,"C12H3O3N3S4",0.25,0.25
363.9421382,"C18H6O3S2P1",0.33,0.17
363.9425221,"C18H6O3S2P1",0.33,0.17
363.9435712,"C10H7O10N1S2",0.7,1
363.944823,"C14H6O8S1P1",0.43,0.57
363.9625292,"C14H6O10P1",0.43,0.71
364.0865565,"C13H22O6N2S1P1",1.69,0.46
364.1043543,"C13H22O8N2P1",1.69,0.62
364.8896446,"C14H6O2S5",0.43,0.14
364.8900429,"C14H6O2S5",0.43,0.14
364.9288286,"C10H8O9S1P2",0.8,0.9
364.9293123,"C10H8O9S1P2",0.8,0.9
364.9387836,"C9H6O10N2S2",0.67,1.11
364.9392637,"C9H6O10N2S2",0.67,1.11
364.9403112,"C10H10O5N2S4",1,0.5
365.0155388,"C16H14O6S2",0.88,0.38
365.0166942,"C17H18O1S4",1.06,0.06
365.0516393,"C16H14O10",0.88,0.62
365.0521618,"C17H18O5S2",1.06,0.29
365.0525701,"C17H18O5S2",1.06,0.29
365.0707075,"C13H21O7N1S1P1",1.62,0.54
365.071749,"C26H10O1N2",0.38,0.04
365.083588,"C12H18O11N2",1.5,0.92
365.0884206,"C13H21O9N1P1",1.62,0.69
365.1070039,"C14H25O6N1S1P1",1.79,0.43
365.1189523,"C21H21O3N1P1",1,0.14
365.1198659,"C13H22O10N2",1.69,0.77
365.1203939,"C13H22O10N2",1.69,0.77
365.1209028,"C14H26O5N2S2",1.86,0.36
365.1214421,"C22H22O3S1",1,0.14
365.1247615,"C14H25O8N1P1",1.79,0.57
365.12514,"C19H26O3S2",1.37,0.16
365.1433554,"C15H29O5N1S1P1",1.93,0.33
365.145822,"C16H30O5S2",1.88,0.31
365.1611719,"C15H29O7N1P1",1.93,0.47
365.1797497,"C16H33O4N1S1P1",2.06,0.25
365.1975485,"C16H33O6N1P1",2.06,0.38
365.2116355,"C16H34O5N2S1",2.12,0.31
365.2338887,"C17H37O5N1P1",2.18,0.29
365.8815069,"C7H3O7N3S2P2",0.43,1
365.890846,"C9H4O10S2P1",0.44,1.11
366.1198882,"C13H24O8N2P1",1.85,0.62
366.1422419,"C19H28O3S1P1",1.47,0.16
366.1649163,"C21H25O1N3S1",1.19,0.05
366.1676558,"C18H29O1N3S2",1.61,0.06
366.1857263,"C18H29O3N3S1",1.61,0.17
366.2218003,"C19H33O2N3S1",1.74,0.11
366.8839885,"C9H8O2N2S6",0.89,0.22
366.8867706,"C13H4O5S4",0.31,0.38
366.9257898,"C10H8O9S3",0.8,0.9
366.930642,"C11H3O8N3S1P1",0.27,0.73
366.9312973,"C16H4O3N2S3",0.25,0.19
367.0308024,"C15H12O11",0.8,0.73
367.0313884,"C16H16O6S2",1,0.38
367.0320588,"C12H19O6N1S2P1",1.58,0.5
367.0453455,"C11H16O10N2S1",1.45,0.91
367.0628045,"C11H16O12N2",1.45,1.09
367.0645164,"C20H16O5S1",0.8,0.25
367.065151,"C16H19O5N1S1P1",1.19,0.31
367.0676593,"C12H19O10N1P1",1.58,0.83
367.0681904,"C17H20O5S2",1.18,0.29
367.0829909,"C21H20O2S2",0.95,0.1
367.0863121,"C13H23O7N1S1P1",1.77,0.54
367.0992357,"C12H20O11N2",1.67,0.92
367.1005051,"C13H24O6N2S2",1.85,0.46
367.1015679,"C17H23O4N1S1P1",1.35,0.24
367.103377,"C17H20O9",1.18,0.53
367.104108,"C13H23O9N1P1",1.77,0.69
367.1045635,"C18H24O4S2",1.33,0.22
367.1049573,"C14H27O4N1S2P1",1.93,0.29
367.1077118,"C15H28O4S3",1.87,0.27
367.122136,"C18H24O6S1",1.33,0.33
367.1227507,"C14H27O6N1S1P1",1.93,0.43
367.124256,"C14H24O11",1.71,0.79
367.1262492,"C16H32O1S4",2,0.06
367.133509,"C17H24O5N2S1",1.41,0.29
367.1399024,"C18H24O8",1.33,0.44
367.1405352,"C19H28O3S2",1.47,0.16
367.1410749,"C15H31O3N1S2P1",2.07,0.2
367.1589758,"C15H31O5N1S1P1",2.07,0.33
367.176797,"C15H31O7N1P1",2.07,0.47
367.1772207,"C20H32O2S2",1.6,0.1
367.1953952,"C16H35O4N1S1P1",2.19,0.25
367.2131614,"C16H35O6N1P1",2.19,0.38
367.8787162,"C8H7O2N3S6",0.88,0.25
367.8791546,"C8H7O2N3S6",0.88,0.25
367.9066078,"C9H6O10S2P1",0.67,1.11
367.9588731,"C10H13O6N1S2P2",1.3,0.6
367.9616626,"C15H3O7N3S1",0.2,0.47
367.9627199,"C16H7O2N3S3",0.44,0.12
368.0720616,"C26H11O2N1",0.42,0.08
368.1212803,"C15H31O1N1S4",2.07,0.07
368.1285744,"C16H23O5N3S1",1.44,0.31
368.1648536,"C17H27O4N3S1",1.59,0.24
368.1652712,"C25H23O2N1",0.92,0.08
368.1722045,"C19H31O2N1S2",1.63,0.11
368.9134731,"C12H6O4N2S4",0.5,0.33
368.9199652,"C13H6O7S3",0.46,0.54
368.9204779,"C12H4O10P2",0.33,0.83
368.92137,"C14H10O2S5",0.71,0.14
368.9615221,"C15H5O5N3S1P1",0.33,0.33
369.0099922,"C14H10O12",0.71,0.86
369.0105675,"C10H13O12N1P1",1.3,1.2
369.0111082,"C11H17O7N1S2P1",1.55,0.64
369.0258266,"C19H14O4S2",0.74,0.21
369.0267,"C15H17O4N1S2P1",1.13,0.27
369.0412885,"C23H14O1S2",0.61,0.04
369.044043,"C19H14O6S1",0.74,0.32
369.0464683,"C15H14O11",0.93,0.73
369.0470695,"C16H18O6S2",1.12,0.38
369.0477915,"C12H21O6N1S2P1",1.75,0.5
369.0619223,"C15H17O8N1P1",1.13,0.53
369.0627408,"C20H18O3S2",0.9,0.15
369.0649951,"C16H18O8S1",1.12,0.5
369.0689758,"C14H26O3S4",1.86,0.21
369.0831825,"C12H21O10N1P1",1.75,0.83
369.0836839,"C17H22O5S2",1.29,0.29
369.0842338,"C13H25O5N1S2P1",1.92,0.38
369.098493,"C16H21O7N1P1",1.31,0.44
369.1020016,"C13H25O7N1S1P1",1.92,0.54
369.1024399,"C18H26O2S3",1.44,0.11
369.1043897,"C14H26O7S2",1.86,0.5
369.1055177,"C15H30O2S4",2,0.13
369.1122905,"C16H22O6N2S1",1.38,0.38
369.1128602,"C16H22O6N2S1",1.38,0.38
369.1136466,"C20H21O4N1P1",1.05,0.2
369.1172498,"C17H25O4N1S1P1",1.47,0.24
369.1187948,"C17H22O9",1.29,0.53
369.1196411,"C13H25O9N1P1",1.92,0.69
369.1201182,"C18H26O4S2",1.44,0.22
369.1279756,"C20H22O3N2S1",1.1,0.15
369.1284025,"C28H18O1",0.64,0.04
369.1378026,"C18H26O6S1",1.44,0.33
369.1384709,"C19H30O1S3",1.58,0.05
369.1388969,"C19H30O1S3",1.58,0.05
369.1535857,"C18H29O3N1S1P1",1.61,0.17
369.1555084,"C18H26O8",1.44,0.44
369.1561946,"C19H30O3S2",1.58,0.16
369.1743663,"C19H30O5S1",1.58,0.26
369.1855294,"C18H30O4N2S1",1.67,0.22
369.1919272,"C19H30O7",1.58,0.37
369.1925515,"C15H33O7N1P1",2.2,0.47
369.1930212,"C20H34O2S2",1.7,0.1
369.1969873,"C25H26O1N2",1.04,0.04
369.2108499,"C20H34O4S1",1.7,0.2
369.2288795,"C21H38O1S2",1.81,0.05
369.8758517,"C7H5O5N3S5",0.71,0.71
369.9303733,"C11H4O9N2S1P1",0.36,0.82
369.9309925,"C15H3O7N1P2",0.2,0.47
369.9669236,"C20H4O6P1",0.2,0.3
370.0609693,"C19H16O6P1",0.84,0.32
370.1120112,"C20H21O4N1S1",1.05,0.2
370.1304273,"C21H25O1N1S2",1.19,0.05
370.1327016,"C17H25O6N1S1",1.47,0.35
370.1334778,"C13H28O6N2S1P1",2.15,0.46
370.1452107,"C24H21O3N1",0.88,0.12
370.1488504,"C17H28O3N2S1P1",1.65,0.18
370.1515596,"C18H29O3N1S2",1.61,0.17
370.8928122,"C11H4O5N2S4",0.36,0.45
370.9084705,"C15H4O2N2S4",0.27,0.13
370.9104898,"C11H4O7N2S3",0.36,0.64
370.9357831,"C13H8O7S3",0.62,0.54
370.9499912,"C16H4O9S1",0.25,0.56
370.9677844,"C16H4O11",0.25,0.69
371.0257296,"C14H12O12",0.86,0.86
371.0263088,"C15H16O7S2",1.07,0.47
371.0267211,"C15H16O7S2",1.07,0.47
371.0271253,"C11H19O7N1S2P1",1.73,0.64
371.0408974,"C18H12O9",0.67,0.5
371.0414759,"C14H15O9N1P1",1.07,0.64
371.0418696,"C19H16O4S2",0.84,0.21
371.0601916,"C20H20O1S3",1,0.05
371.0621696,"C15H16O11",1.07,0.73
371.0627283,"C16H20O6S2",1.25,0.38
371.0634178,"C12H23O6N1S2P1",1.92,0.5
371.0664851,"C12H22O9P2",1.83,0.75
371.0673141,"C21H12O5N2",0.57,0.24
371.0765687,"C11H20O10N2S1",1.82,0.91
371.0773584,"C19H16O8",0.84,0.42
371.0779707,"C20H20O3S2",1,0.15
371.0809837,"C12H23O8N1S1P1",1.92,0.67
371.0813672,"C17H24O3S3",1.41,0.18
371.0919751,"C15H20O7N2S1",1.33,0.47
371.0960482,"C20H20O5S1",1,0.25
371.0983436,"C16H20O10",1.25,0.62
371.0990435,"C12H23O10N1P1",1.92,0.83
371.0994989,"C17H24O5S2",1.41,0.29
371.1026202,"C14H28O5S3",2,0.36
371.1071876,"C19H20O4N2S1",1.05,0.21
371.114124,"C16H23O7N1P1",1.44,0.44
371.117628,"C13H27O7N1S1P1",2.08,0.54
371.1181698,"C18H28O2S3",1.56,0.11
371.1189905,"C26H16O1N2",0.62,0.04
371.1248381,"C19H20O6N2",1.05,0.32
371.1253789,"C15H23O6N3P1",1.53,0.4
371.1259399,"C20H24O1N2S2",1.2,0.05
371.1328699,"C17H27O4N1S1P1",1.59,0.24
371.1347969,"C17H24O9",1.41,0.53
371.1355107,"C18H28O4S2",1.56,0.22
371.153459,"C18H28O6S1",1.56,0.33
371.1541115,"C19H32O1S3",1.68,0.05
371.1692203,"C18H31O3N1S1P1",1.72,0.17
371.1707782,"C18H28O8",1.56,0.44
371.171677,"C14H31O8N1P1",2.21,0.57
371.1721862,"C19H32O3S2",1.68,0.16
371.1898955,"C19H32O5S1",1.68,0.26
371.2081932,"C20H36O2S2",1.8,0.1
371.2445741,"C21H40O1S2",1.9,0.05
371.2450611,"C21H40O1S2",1.9,0.05
371.9273859,"C10H2O12N2P1",0.2,1.2
371.928018,"C15H3O7N1S2",0.2,0.47
371.9289248,"C16H7O2N1S4",0.44,0.12
371.9378235,"C9H10O10S2P1",1.11,1.11
371.9399294,"C15H7O1N3S4",0.47,0.07
371.9933174,"C15H7O7N3S1",0.47,0.47
372.0766594,"C19H18O6P1",0.95,0.32
372.0920576,"C23H18O3P1",0.78,0.13
372.1033201,"C26H15O2N1",0.58,0.08
372.1129555,"C20H22O5P1",1.1,0.25
372.1236565,"C15H23O6N3S1",1.53,0.4
372.1244531,"C23H19O4N1",0.83,0.17
372.1306257,"C12H26O9N2P1",2.17,0.75
372.1310524,"C17H27O4N1S2",1.59,0.24
372.1488101,"C17H27O6N1S1",1.59,0.35
372.1494175,"C21H26O4P1",1.24,0.19
372.1498204,"C21H26O4P1",1.24,0.19
372.1639887,"C21H27O3N1S1",1.29,0.14
372.166093,"C17H27O8N1",1.59,0.47
372.166963,"C13H30O8N2P1",2.31,0.62
372.203418,"C19H35O2N1S2",1.84,0.11
372.9386562,"C14H5O4N3S2P1",0.36,0.29
372.9439817,"C11H6O9N2S2",0.55,0.82
372.974821,"C19H6O3N2S2",0.32,0.16
373.0066892,"C15H18O3S4",1.2,0.2
373.0205615,"C13H13O10N1P1",1,0.77
373.0211252,"C18H14O5S2",0.78,0.28
373.0415775,"C14H14O12",1,0.86
373.0420826,"C15H18O7S2",1.2,0.47
373.042798,"C11H21O7N1S2P1",1.91,0.64
373.0459568,"C11H20O10P2",1.82,0.91
373.0562182,"C18H14O9",0.78,0.5
373.0572573,"C19H18O4S2",0.95,0.21
373.0635787,"C12H22O9S2",1.83,0.75
373.0640598,"C13H26O4S4",2,0.31
373.0683873,"C18H18O3N2S2",1,0.17
373.0759126,"C20H22O1S3",1.1,0.05
373.0773843,"C15H18O11",1.2,0.73
373.0783036,"C11H21O11N1P1",1.91,1
373.0793044,"C17H26O1S4",1.53,0.06
373.0863996,"C18H18O5N2S1",1,0.28
373.0871176,"C26H14O3",0.54,0.12
373.0902786,"C23H18O3S1",0.78,0.13
373.0922555,"C11H22O10N2S1",2,0.91
373.0930634,"C19H18O8",0.95,0.42
373.0936203,"C20H22O3S2",1.1,0.15
373.0965904,"C16H22O8S1",1.38,0.5
373.1076803,"C15H22O7N2S1",1.47,0.47
373.1117258,"C20H22O5S1",1.1,0.25
373.1137491,"C16H22O10",1.38,0.62
373.1146815,"C12H25O10N1P1",2.08,0.83
373.115159,"C17H26O5S2",1.53,0.29
373.1299917,"C21H26O2S2",1.24,0.1
373.1326028,"C17H26O7S1",1.53,0.41
373.1333312,"C13H29O7N1S1P1",2.23,0.54
373.1440111,"C16H26O6N2S1",1.62,0.38
373.1485431,"C17H29O4N1S1P1",1.71,0.24
373.1504886,"C17H26O9",1.53,0.53
373.1511526,"C18H30O4S2",1.67,0.22
373.1516041,"C18H30O4S2",1.67,0.22
373.1664913,"C22H30O1S2",1.36,0.05
373.180658,"C25H26O3",1.04,0.12
373.1844258,"C22H30O3S1",1.36,0.14
373.1868213,"C18H30O8",1.67,0.44
373.1875168,"C19H34O3S2",1.79,0.16
373.1880167,"C19H34O3S2",1.79,0.16
373.2238553,"C20H38O2S2",1.9,0.1
373.2242478,"C20H38O2S2",1.9,0.1
373.2601412,"C21H42O1S2",2,0.05
373.9252032,"C10H4O10N2S1P1",0.4,1
373.9259891,"C14H3O8N1P2",0.21,0.57
373.9905381,"C14H5O10N3",0.36,0.71
373.9933868,"C11H9O10N3S1",0.82,0.91
374.0742605,"C16H25O1N1S4",1.56,0.06
374.103022,"C14H21O7N3S1",1.5,0.5
374.1075055,"C23H20O3P1",0.87,0.13
374.1437126,"C16H28O4N2S1P1",1.75,0.25
374.1465127,"C17H29O4N1S2",1.71,0.24
374.1553592,"C27H21O1N1",0.78,0.04
374.1682561,"C18H32O4S1P1",1.78,0.22
374.1826828,"C18H33O3N1S2",1.83,0.17
374.2195672,"C19H37O2N1S2",1.95,0.11
374.2451898,"C21H33O3N3",1.57,0.14
374.8593135,"C10H2O8S2P2",0.2,0.8
374.9062845,"C11H8O3N2S5",0.73,0.27
374.9071427,"C19H4O1S4",0.21,0.05
374.9075844,"C19H4O1S4",0.21,0.05
374.9238106,"C10H4O10N2S2",0.4,1
374.9452198,"C15H4O10S1",0.27,0.67
374.9540618,"C18H4O4N2S2",0.22,0.22
374.9546451,"C14H7O4N3S2P1",0.5,0.29
374.9729063,"C19H8O1N2S3",0.42,0.05
374.9794908,"C20H8O4S2",0.4,0.2
374.9873913,"C18H7O3N3S1P1",0.39,0.17
374.9995418,"C16H8O11",0.5,0.69
375.0001769,"C17H12O6S2",0.71,0.35
375.0063471,"C10H16O11S2",1.6,1.1
375.0205117,"C13H12O13",0.92,1
375.0217111,"C14H16O8S2",1.14,0.57
375.0363293,"C13H15O10N1P1",1.15,0.77
375.0367477,"C18H16O5S2",0.89,0.28
375.0514075,"C17H15O7N1P1",0.88,0.41
375.05516,"C19H20O2S3",1.05,0.11
375.0568703,"C14H16O12",1.14,0.86
375.0576147,"C15H20O7S2",1.33,0.47
375.0586257,"C16H24O2S4",1.5,0.12
375.0678596,"C13H16O11N2",1.23,0.85
375.0683534,"C13H16O11N2",1.23,0.85
375.0714148,"C10H20O11N2S1",2,1.1
375.0722202,"C18H16O9",0.89,0.5
375.0728849,"C19H20O4S2",1.05,0.21
375.0737006,"C15H23O4N1S2P1",1.53,0.27
375.0914034,"C15H23O6N1S1P1",1.53,0.4
375.0919453,"C20H24O1S3",1.2,0.05
375.0929256,"C15H20O11",1.33,0.73
375.0939794,"C16H24O6S2",1.5,0.38
375.0944492,"C16H24O6S2",1.5,0.38
375.1055891,"C15H24O5N2S2",1.6,0.33
375.1091629,"C15H23O8N1P1",1.53,0.53
375.1126934,"C17H28O3S3",1.65,0.18
375.1232614,"C15H24O7N2S1",1.6,0.47
375.1272734,"C20H24O5S1",1.2,0.25
375.1303177,"C12H27O10N1P1",2.25,0.83
375.1307075,"C17H28O5S2",1.65,0.29
375.145512,"C16H27O7N1P1",1.69,0.44
375.1460319,"C21H28O2S2",1.33,0.1
375.1484099,"C17H28O7S1",1.65,0.41
375.1597273,"C16H28O6N2S1",1.75,0.38
375.1636265,"C21H28O4S1",1.33,0.19
375.1658906,"C17H28O9",1.65,0.53
375.166799,"C18H32O4S2",1.78,0.22
375.1818573,"C17H31O6N1P1",1.82,0.35
375.1823505,"C22H32O1S2",1.45,0.05
375.1853424,"C19H36O1S3",1.89,0.05
375.2001607,"C22H32O3S1",1.45,0.14
375.2022637,"C18H32O8",1.78,0.44
375.2030956,"C19H36O3S2",1.89,0.16
375.2178623,"C22H32O5",1.45,0.23
375.2393376,"C20H40O2S2",2,0.1
375.2510713,"C19H40O1N2S2",2.11,0.05
375.2545839,"C19H39O4N1P1",2.05,0.21
375.8873303,"C14H3O4N1S4",0.21,0.29
376.0867158,"C22H18O4P1",0.82,0.18
376.1097461,"C11H23O13N1",2.09,1.18
376.1186572,"C14H23O7N3S1",1.64,0.5
376.1194035,"C22H19O5N1",0.86,0.23
376.1522957,"C19H27O1N3S2",1.42,0.05
376.1558925,"C19H26O4N2P1",1.37,0.21
376.1618949,"C17H31O4N1S2",1.82,0.24
376.234798,"C19H39O2N1S2",2.05,0.11
376.9697928,"C18H6O4N2S2",0.33,0.22
377.015307,"C16H10O11",0.62,0.69
377.015941,"C17H14O6S2",0.82,0.35
377.016909,"C18H18O1S4",1,0.06
377.0296101,"C12H14O10N2S1",1.17,0.83
377.0367038,"C14H18O8S2",1.29,0.57
377.0515775,"C17H14O10",0.82,0.59
377.052187,"C18H18O5S2",1,0.28
377.052633,"C18H18O5S2",1,0.28
377.0701932,"C18H18O7S1",1,0.39
377.0708782,"C19H22O2S3",1.16,0.11
377.0718608,"C27H10O1N2",0.37,0.04
377.0857499,"C18H21O4N1S1P1",1.17,0.22
377.0868635,"C10H22O11N2S1",2.2,1.1
377.0872897,"C10H22O11N2S1",2.2,1.1
377.087778,"C18H18O9",1,0.5
377.0884961,"C19H22O4S2",1.16,0.21
377.0890193,"C19H22O4S2",1.16,0.21
377.1066859,"C19H22O6S1",1.16,0.32
377.1072121,"C20H26O1S3",1.3,0.05
377.1096111,"C11H25O11N1P1",2.27,1
377.120087,"C14H22O10N2",1.57,0.71
377.1212515,"C15H26O5N2S2",1.73,0.33
377.124048,"C19H22O8",1.16,0.42
377.1247781,"C15H25O8N1P1",1.67,0.53
377.1252875,"C20H26O3S2",1.3,0.15
377.1256885,"C16H29O3N1S2P1",1.81,0.19
377.1430358,"C20H26O5S1",1.3,0.25
377.1449566,"C16H26O10",1.62,0.62
377.1456981,"C16H26O10",1.62,0.62
377.146159,"C17H30O5S2",1.76,0.29
377.1607442,"C20H26O7",1.3,0.35
377.1614019,"C21H30O2S2",1.43,0.1
377.1617855,"C21H30O2S2",1.43,0.1
377.1794001,"C21H30O4S1",1.43,0.19
377.1975985,"C17H33O6N1P1",1.94,0.35
377.198098,"C22H34O1S2",1.55,0.05
377.2008488,"C19H38O1S3",2,0.05
377.2013806,"C19H38O1S3",2,0.05
377.2157261,"C22H34O3S1",1.55,0.14
377.2369116,"C19H38O5S1",2,0.26
377.9705549,"C10H9O9N3S2",0.9,0.9
378.0038378,"C14H9O8N3S1",0.64,0.57
378.1676854,"C19H29O1N3S2",1.53,0.05
378.9057464,"C15H8O2S5",0.53,0.13
378.919066,"C13H3O9N1S1P1",0.23,0.69
378.9195957,"C13H3O9N1S1P1",0.23,0.69
378.9203192,"C11H12O1N2S6",1.09,0.09
378.943871,"C11H8O11S2",0.73,1
378.9445856,"C11H10O9S1P2",0.91,0.82
378.9450402,"C11H10O9S1P2",0.91,0.82
379.030587,"C16H12O11",0.75,0.69
